,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
365,Data Engineer,"Range: ₹1,058K - ₹1,774K<span></span>","Why you'll love Cisco


We change the world, you will become passionate about your employer and the brand you represent. Everything is converging on the Internet, making networked connections more meaningful than ever before in our lives. Our employees' groundbreaking ideas impact everything. Here, that means we take creative ideas from the drawing board to dynamic solutions that have real world impact. You'll collaborate with Cisco leaders, partner with mentors, and develop incredible relationships with colleagues who share your interest in connecting the unconnected. You'll be part a team that cares about its customers, enjoys having fun, and you'll take part in changing the lives of those in our local communities. Come prepared to be encouraged and inspired.

What You'll Do


Cisco Advanced Analytics team in Growth Marketing is looking for a Data Engineer eager to provide the engineering muscle for Machine Learning Development, Deployment and Integration into the business.

You will be responsible for:
Working with a technical leader to lead major engineering initiatives to support decision-making by the business
You will look after Data Management that drives ML models in production
Identify ways to drive ML output into Business Workflows
Partnering with Modeling and IT teams as well as with Business stakeholders
Who You'll Work With
You will report to a manager within Advanced Analytics and work directly with a Team Leader in the Engineering Center of Excellence
You will work closely with Modelers, Business Stakeholders, Analytics Translators as well as IT
Who you are:


You like working with Data and love getting the business to adopt Data Insights. Minimum qualifications are:
Experience with data modeling, data warehousing, and building ETL pipelines
Experience in SQL, Python, and Unix/Bash scripting
Writing complex, highly optimized SQL queries across large data sets
Experience with scripting in Python and Unix/Bash environments
Experience in communicating complex technical concepts to a broad variety of audiences
Proven success in communicating with users, other technical teams, and senior management to collect requirements, describe data modeling decisions and data engineering strategy.
Preferred Qualifications:

BS/MS in Computer Science/Engineering.
4-7 years of experience in a Data Engineering or similar role
Knowledge of software engineering standard methodologies across development lifecycles – including agile methodologies, coding standards, code reviews, source management, build processes, testing and operations.
Why Cisco


#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) And only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

Day to day, we focus on the give and take. We give our best, we give our egos a break, and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take results-oriented steps, and we take the difference to heart. Because without diversity of thought and a dedication to equality for all, there is no moving forward.

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool.",4.2,"Cisco Systems
4.2",Bengaluru,"San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,₹500+ billion (INR),"Alcatel-Lucent, Juniper Networks"
366,Data Analyst,Range: ₹677K - ₹729K<span></span>,"About Swiss Re

Swiss Re is one of the world’s leading providers of reinsurance, insurance and other forms of insurance-based risk transfer, working to make the world more resilient. We anticipate and manage a wide variety of risks, from natural catastrophes and climate change to cybercrime.

At Swiss Re we combine experience with creative thinking and cutting-edge expertise to create new opportunities and solutions for our clients. This is possible thanks to the collaboration of our 15,000 employees across the world.

We offer a flexible working environment where curious and adaptable people thrive. Are you interested in joining us?

About the role:
Provide data analysis, transformation and technical support needed by L&H Products Americas Actuarial team to support L&H pricing initiatives, analysis of reinsured lives business, new product development initiatives.
Support and develop processes to deliver quantitative studies of internal mortality and lapse data.
Provide high quality and timely technical support to the L&H Products Americas staff.
Coordinate workflow between data analysts and actuarial teams.
Follow established guidelines and best practices for internal and external data management processes, which includes appropriate documentation in support of business controls.
Create, maintain, and enhance guidelines and best practices when necessary.
Streamline current processes for efficiency when appropriate.

About the team:

US Experience Studies team is responsible for assisting in the development of client specific pricing assumptions & maintaining data set and study quality for all other purposes. The team is located in two main offices: Fort Wayne (US) and Bangalore (India).

About you:
2-3 years of experience related to technical processes necessary to support L&H Product's needs.
Experience with Microsoft Access, Microsoft Excel, SQL and client database tools, or others such as R, Python, SAS and Oracle.
1-2 yrs. of experience in insurance related fields, knowledge of insurance products & their administration is desired.
Cross cultural experience working with colleagues globally; experienced in managing data works handover processes between teams in different geographical locations.
Demonstrates strong oral and written English communication skills, along with strong interpersonal skills.
Shows initiative in identifying data related issues and supporting other team members, peers and senior stakeholders.
Strong creative problem solving and analytical skills.
Strong documentation skills.
Ability to work independently, accurately and deliver to deadlines.
Swiss Re",3.8,"Swiss Re
3.8",Bengaluru,"Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,₹500+ billion (INR),"Munich Re, Hannover RE, SCOR"
367,Data Science part time job/internship,-1,"About the company:
We are a Singapore based software company, working on digitizing business cards for businesses and corporates. Our mobile app can be used for sending e-cards, contacts management, and lead generation.

About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Design, build and refine our data and analytics infrastructure scaling to terabytes of data 2. Grow our analytical capabilities with faster, more reliable data pipelines, and better tools 3. Design and develop a real-time events pipeline for data ingestion for real-time dashboarding 4. Develop complex and efficient functions to transform raw data sources into powerful and reliable components of our data lake 5. Collaborate with various cross-functional teams: infrastructure, network, and database

Who can apply:
Only those students or freshers can apply who:
are available for the part time job/internship (it may be part time in-office or part time at home/work from home online)
have relevant skills and interests
can start the part time job/internship between 2nd Apr'20 and 22nd May'20
are available for duration of 3 months
have already graduated or are currently in any year of study
are from Delhi, Ghaziabad, Bangalore, Mumbai, Noida, Gurgaon and neighboring cities
Females willing to start/restart their career may also apply

Number of internships/jobs available: 1

Additional details:
An incentive of Rs.10,000 will be provided based on performance and regular attendance.

Categories: Data Science",4.0,"DUIT Technologies
4.0",New Delhi,"Singapore, Singapore",1 to 50 employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
368,Data Scientists,-1,"Our Data Scientists are quantitative analysts who can extract meaningful insights from customer data, and leverage predictive models to optimize business performance. They support Risk management, Marketing, Capital Markets, Operations and Finance teams. This is a strategic role that sits at the heart of value creation by turning data into a long term competitive advantage.

As a Senior Data Scientist you will...

Drive the evolution of best in class Channel Analytics by:
Working with Tech & Data teams to define requirements and review solution builds
Applying insights from customer response data to build response and targeting models
Building Attribution Models and optimising offline and online Marketing Mix to drive growth
Developing and applying real time links between spend across channels and response patterns
Working with Tech and Operational teams to ensure identified wins are delivered
Managing and mentoring direct and indirect reports to deliver significant increases in productivity
Deliver cutting edge models using the latest techniques and upskill the team: Use advanced statistical analysis to design testing and predictive models whilst creating and improving on best practices to be used across the Funding Circle analytics community
Drive thought leadership across the business: Recommend optimal business strategies based on historical performance, predictive analytics and scenario analysis
Build global frameworks that are scalable across markets and help to drive business outcomes & portfolio performance
Work closely with partner teams across business and risk to ensure analytical outputs meet stakeholder expectations
Communicate effectively analytical outcomes to wide variety of internal and external constituents including senior stakeholders Up to 20% travel
Demonstrable strong Machine learning/AI experience along with proficiency in analytical tools like R and Python, Excel VBA, Tableau, SQL
Demonstrates strong knowledge of data architecture, modelling techniques, consumer behaviour patterns and the key drivers of marketing or credit performance optimization
Has exceptional analytical skills with an advanced degree in a quantitative field like mathematics, physics, computer science, statistics, economics, econometrics etc
Have strong experience in a channel or product analytics role in a major digital or financial services organization with demonstrated track record of data science delivery in channel analytics, marketing analytics and/or risk analytics
Possesses strong interpersonal skills and the ability to communicate effectively to technical and non-technical audiences
Identifies with our mission, “to build a better financial world”
What You Need for this Position

You should have knowledge of:
Python
Excel VBA
Tableau
SQL
Risk management
Marketing
Capital Markets
Operations
Finance teams.
Aditional
No. of Positions
Education level
Career level
Experienced",4.8,"Bloom Consulting Services
4.8",Bengaluru,"Nagpur, India",1 to 50 employees,2015,Company - Private,IT Services,Information Technology,₹10 to ₹50 million (INR),-1
369,Data Analyst OneID,"Range: ₹820K - ₹1,938K<span></span>","Neustar, Inc. is a leading global information services provider driving the connected world forward with trusted, holistic identity resolution. More information is available at https://www.home.neustar.

Job Requisition:

R-1605 Data Analyst OneID (Open)

Primary Location:

HYDERABAD

Job Description:

Neustar, Inc. (NYSE: NSR) is a trusted, neutral provider of real-time information and analytics to the communications services, financial services, retail, educational, and media and advertising sectors. Neustar applies its advanced, secure technologies to help its clients promote and protect their businesses. More information is available at www.neustar.biz.

The Data and Analytics organization at Neustar is the DNA of the company. The DNA encodes the essence of existence and character that drives continuous innovation with data, continuous insights with analytics and continuous evolution with cutting-edge data products and services. Our vision is to be the trailblazer in Connection Science driven information services that create meaningful value for our customers. Our mission is to enable cutting-edge data products & services delivered through superior data, unique insights and top-of-the-class technology solutions. We believe in developing a Collaborative, Creative, yet Competitive, Customer Centric culture. We are shaping the present and the future at Neustar and are seeking “TENXERS” who share the same DNA.

Job Description:

We are looking for Data Analyst to bring big data, marketing analytics, and database technology together to deliver best-in-class insights. You must be a hands-on data guru who’s passionate about data, database product development, and play well with others. If you have a curiosity for different industries and companies, a passion for data analytics, and skills to create effective and repeatable data transformation and profiling methods, we would like to hear from you.

Data is rarely perfect. We are looking for data analysts who will ensure we have the best data for client marketing insights. You will work in a cross functional team that spans Strategy, Data Management, Analytical Insights, and Product Solutions. You will use a keen eye, an understanding of the client’s industry and business practice, and common sense.

Responsibilities:
Analyze data and identify data pattern to bring insight out of data.
Build story around the data findings and explain in simple words.
Data discovery and validation.
Follow best practices and document the processes.
Skills and Experience:
Bachelor in computer science/engineering/statistics/economics (master degree preferred).
3-5 years of experience in data analysis and exploratory analysis.
Have strong analytical thinking and soft skills.
Strong programing skills in Hive SQL.
Strong in MS Excel for data crunching.
Good knowledge of Hadoop platform.
Should be team person and strong interpersonal skills.
Nice to have:
Experience in digital marketing, campaigning and advertising.
Experience in Spark SQL.
Why work with us?
Because you love to build beautiful, innovative solutions that wow the customer.
Because you believe in changing the status quo and are up for the challenge of your life.
Because you know you can make a difference to people, places and things.
About Us

Every day, the world generates roughly 2.5 quadrillion bits of data. Neustar isolates certain elements and analyzes, simplifies and edits them to make precise and valuable decisions that drive results. As one of the few companies capable of knowing with certainty who is on the other end of every interaction, we’re trusted by the world’s great brands to make critical decisions some 20 billion times a day.

Neustar does not accept unsolicited resumes from external firms or agencies. Neustar will not be responsible for placement fees associated with unsolicited resumes.

DIVERSITY
Diversity, inclusion and teamwork are second nature to Neustar; and these values permeate our entire business structure. Neustar is committed to creating an environment where a wide spectrum of opinions and beliefs are actively sought, listened to and respected. Further, our talented workforce draws from the many geographic areas and markets in which Neustar operates worldwide, which represents a distinct competitive advantage. The rich and varied personal and professional backgrounds of our employees make Neustar a dynamic and rewarding company at which to build a career. We invite you to join us.

EOE of Minorities/Females/Vets/Disability
Neustar, Inc. considers all applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, or status as a Vietnam-era or special disabled veteran in accordance with federal law and other state and local requirements. Neustar, Inc., complies with applicable state and local laws prohibiting discrimination in employment and provides reasonable accommodation to qualified individuals with disabilities in accordance with the American with Disabilities Act (ADA) and applicable state and local laws.",3.7,"Neustar
3.7",Hyderabad,"Sterling, VA",1001 to 5000 employees,1996,Company - Private,Internet,Information Technology,₹50 to ₹100 billion (INR),"Adobe, Akamai, Oracle"
370,Scientific Research Data Scientist R&D,-1,"We are looking for self-motivated scientists & engineers to join a supercharged workplace and build a first-generation analytical product. If you are a geek about anything – algorithms, math, machine learning, data wrangling/visualizing, high performance computing, scientific computing & tools, or anything else you can convince us about – we want to talk to you!

Experience
4 - 7 Years of Experience

Qualification

Bachelors or Masters in CS / Electronics from a premier institute with 4-7 years of industry experience
Solid design, excellent programming and debugging skills on a Unix-based OS (Ubuntu, Fedora, OSX) and fluency with a DVCS like Git.
Programming Languages: Python, C++
Deal-clinchers

Any of these – more the better!
Skilled with python packages: scikit-learn, pandas, numpy and scipy
Understanding of common algorithms and their application in solving real-world problems
Strong mathematical background in linear algebra, optimization and descriptive & inferential statistics
Understanding of machine learning concepts like generalization, regularization, linear models, neural network and expertise with using data to build systems based on machine learning techniques
Responsibilities

Individual technical contributor with self-drive to understand problem statements and make design decisions – ‘own’ what you do, make your calls, and defend them
Build a first generation analytical software product – design, code, test (unit & functional) and maintain the software, while proving that your implementations ‘work’
Implement software engineering processes and discipline for fast and reliable development of high-quality software product – make the software ‘elegant’
Work as a team player in a high performance environment that rewards ownership – make your opinion count within the team and the organization
Write to deepa.m@careerxperts.com to get started!

Job Location
Bengaluru",-1,CareerXperts,Bengaluru,"Bangalore, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
371,Chief Data Scientist - ML/AI,Range: ₹449K - ₹971K<span></span>,"Icertis, the leading enterprise contract management platform in the cloud, solves the hardest contract management problems on the easiest to use platform. With Icertis, companies accelerate their business by increasing contract velocity, protect against risk by ensuring regulatory and policy compliance, and optimize their commercial relationships by maximizing revenue and reducing costs. The AI-infused Icertis Contract Management (ICM) platform is used by companies like Airbus, Cognizant, Daimler, Microsoft and Sanofi to manage 6.5 million contracts in 40+ languages across 90+ countries.

Contracts have always been the foundation of commerce - determining, influencing and guarding the balance between risk and reward. This is the first time in history that almost all contracts have been digitized and the risks and rewards expressed in legal language can now potentially be enshrined in computer readable logic. This role at Icertis is to bring thought leadership to computational law and its journey towards autonomous contracts. With insights into the contracting processes of some of the largest organizations in the world, this role will be responsible for evolving new tenets of contracting and reinforcing existing ones. The Chief Data Scientist will study current trends and data, evolve new methodologies and platform features to set the direction of Icertis enterprise contract management intelligence. The role reports to the CTO.
Role Requirements
You have demonstrated skills to go deep into a domain and transform business processes in that domain by applying the right AI techniques. You are a respected and recognized leader in the field, and have deep knowledge of machine learning and NLP techniques. You bring teams together, break new ground and provide thought leadership in areas that have the potential to make deep impact to how we live and work. Research or application background in computational law or related domains is a big plus. You bring the right values and team work to build a world class analytics team
Responsibilities
Deeply understand the mechanics of the enterprise contract management lifecycle
Help define and own the direction of the Icertis platform for applying AI to contracting processes
Establish Icertis’ s thought leadership in this area
Build a strong team of data scientists and engineers to help realize the Icertis vision of transforming the foundation of commerce through AI/ML
Provide pragmatic solutions to tough contracting problems using AI working with a team of data scientists and engineers
Qualifications
Holds a PhD degree in a quantitative discipline: computer science, applied mathematics, statistics, engineering or equivalent
5+ years of industry experience
5+ years of hands-on data science and NLP experience
Knowledge of machine learning techniques (regression, classification, clustering, dimension reduction, etc.) and their real-world advantages/drawbacks
Deep knowledge of Machine Learning, NLP related mathematical domains such as statistics (distributions, tests), calculus, linear algebra, probability, etc.
Icertis is not open to 3rd party solicitation or resumes for our posted FTE positions. Resumes received from 3rd party agencies that are unsolicited will be considered complimentary.

Icertis, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a covered veteran in accordance with applicable federal, state and local laws. Icertis, Inc. complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.",4.2,"Icertis
4.2",Pune,"Bellevue, WA",1001 to 5000 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Selectica, SAP Ariba"
372,Machine Learning Engineer (Data Science Engineer),"Range: ₹1,427K - ₹1,575K<span></span>","We are looking for Machine Learning Engineers/ Data Scientists to join our talented software team in building high performing, low latency, enterprise grade and cloud-based product suite. You will play a key role in building our innovative product pipeline. Using your deep understanding of modern web architectures and Cloud platforms, programming expertise and operational experience, you will help building successful SaaS products at Pype.

Please join our ML team and work together in breaking barriers and bringing AI to the construction software industry. Applicants should have a strong computer science background with good analytical, problem solving skills apart from good foundations in Machine learning with bent towards NLP/Image Understanding. Working proficiency with Python is mandatory. Knowledge of distributed systems like Hadoop/Spark is a plus.

Roles & Responsibilities

Formulate, code and evaluate machine learning models required for the product/application
Production deployment with required optimization, vectorization and system integration
Verification/validation and continuous integration of advanced variations
Identify/adopt feedback loops to maintain high fidelity data governance across the product portfolios

Qualifications:
Bachelor’s/Master’s degree in Computer Science or equivalent area from reputed institutes
Around 2-6 years of experience in applied or theoretical Machine learning roles in the industry or research institutes
Good grasp of Linear Algebra, Probability and Statistics
Working knowledge and inclination towards Statistical pattern recognition, Machine learning, Neural Nets, Image Processing
Experience with Python/Scikit-Learn/TensorFlow/OpenCV
Ability to work with a team in an Agile environment
To apply send your resume to hr-india@pype.io",4.1,"Pype
4.1",Bengaluru,"Herndon, VA",1 to 50 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
373,Marketing Analytics-Data Science Manager,"Range: ₹820K - ₹1,248K<span></span>","Job Title
Marketing Analytics-Data Science Manager
Job Description


About the organization

Philips Global Business Services LLP is a limited liability partnership organization with Royal Philips of the Netherlands. Royal Philips is a diversified technology company, focused on improving people's lives through meaningful innovation in the areas of Health Systems and Personal Health.

Royal Philips (NYSE: PHG, AEX: PHIA) is a leading health technology company focused on improving people's health and enabling better outcomes across the health continuum from healthy living and prevention, to diagnosis, treatment and home care. Philips leverages advanced technology, deep clinical, and consumer insights to deliver integrated solutions. Headquartered in the Netherlands, the company is a leader in diagnostic imaging, image-guided therapy, patient monitoring and health informatics, as well as in consumer health and home care. Philips' health technology portfolio generated 2017 sales of EUR 17.8 billion and employs approximately 74,000 employees with sales and services in more than 100 countries.

For information on Royal Philips, please visit www.philips.com

JD: Data Science Manager/Deputy Manager

Job location: Bangalore

Responsibilities
Analyzes, measures, and facilitates optimization of our marketing return on investments and tactics across multiple channels. Drive excellent practices and technical standards for establishing KPIs and goals for Marketing, developing information suites (Dashboards, reports, visualizations) fit for C-level consumption, and marketing campaign tracking and measurement.
Leverage machine learning models to address key growth challenges such as lifecycle marketing, predictive LTV, cross-channel spend allocation, response modelling, campaign/channel performance measurement methodologies, Program effectiveness and media attribution.
Develop and improve marketing mix and A&P models and frameworks to assign credit for traffic and conversions across a variety of Marketing channels and touchpoints.
Leverage Philips’ data to scale our ability to optimize marketing across the customer journey to optimize return on investment through analysis, modelling, experiments and pre-post analyses.
Develop and implement marketing data management practices
Ability to use data for Exploratory, descriptive, Inferential, Prescriptive, and Advanced Analytics - Mandatory
Ability to share dashboards, reports, and Analytical insights from data – Mandatory
Technical Knowledge and Skills required
Econometrics, Market mix modeling, some Operations research and affinity modeling experience is mandatory
Track record in delivering strong and impactful; competitor and market tracking insights
High affinity with applying new IT platforms / dash boarding software tools for reporting and Experience in a consumer focused, complex, matrixed, multinational environment, e.g. consumer goods, online services, e-commerce, or mobile applications
Competitor insight generation
Strong background into Database design, modeling and architecture – preferred Fluency in web analytics and deep technical understanding of how data are created from first party and third-party web beacons
Proficiency with R and/or Python libraries commonly used in data science

Soft Skills Required
Good communication and presentation skills
Highly driven, energetic, flexible, resourceful & ability to multitask
Clarity of thoughts and vision
Ability to ideate and bring solutions to the table
Adherence to timelines, without sacrificing quality of output
Hands on and detail oriented, with a strong ability to co-ordinate across different Geographies and with different stakeholders at Exec and Director levels
Straightforward, honest and succinct communicator. Can organize, clarify and communicate complex ideas quickly, succinctly and accurately.
Creative. Demonstrated ability to think innovatively—connecting the dots where others cannot when it comes to consumer/ customer and user data to create business building insights

Work Experience
Minimum 3-8 years of increasingly responsible experience in high impactful marketing analytics individual contributor roles
Can be from e-Commerce companies like Amazon, Flipkart etc.
In depth knowledge of multivariate statistical techniques including marketing mix modeling, attribution modelling, TURF, RAD, clustering, churn, customer scoring, neural networks amongst others
High affinity with AI powered insight tools and engines and application of data science to marketing problems
Rich experience in Marketing analytics with a strong understanding of the full range of online marketing channels, how they work, how they can be integrated, and how to evaluate them
Academics
Master’s degree in a quantitative discipline, e.g., Math, Statistics, Physics, Operations Research, Economics, Econometrics
MBA /BTech-BE from IIT/NITs or Tier 1 engineering schools only, , MS Analytics from Tier 1 schools; special preference to MBA from Mudra Institute of Communication, Ahmedabad or MBA schools that excel in Marketing
Strong exposure to Statistics – Predictive Analytics – Mandatory
Contact


If you forgot your password, you can click the Forgot Password button on the Sign In screen to reset it.

If you have any other questions regarding the recruitment process please refer to our FAQs. In case of technical difficulties with the website, please send an email to careersite@philips.com.
(Note: To ensure fairness and legal compliance in our recruitment processes, only technical issues will be monitored through the above inbox. Please do not submit resumes or applications to this email, as they will not be reviewed. Only applications received through the online application process will be considered.)",3.8,"Philips
3.8",Bengaluru,"Amsterdam, Netherlands",10000+ employees,1891,Company - Public,Healthcare Services & Hospitals,Healthcare,₹500+ billion (INR),-1
374,Jr. Data Scientist,-1,"About i3systems
I3systems is a market leader in Speciality Artificial Intelligence Products. It is well-known among
Insurance companies in India for its first two products. Its first product called DataMD is used for
medical underwriting automation while its second product i3claim is used for medical claim
processing automation.
We are backed by Industry Leaders and Unitus Ventures which is an Impact Venture Capital
Fund. It is driven by a technically strong team from IIT and backed by Insurance experts.
I3systems is looking for professionals who have a knack for Analytical thinking and Creative
problem solving, to develop leading Artificial intelligence products for Large scale Insurance
companies and Financial Services companies in India and abroad. We believe in solving Clients
problem using modern technologies, hence special interest and commitment towards Data
Science is a must.
Day-to-day Responsibilities:
We expect you to work on complex, cross-functional analytical and research-oriented
projects using advanced computational, machine learning and deep learning algorithms.
You will perform data aggregation and preprocessing of large amount of structured and
unstructured data in the form of images, text, documents etc.
You will participate in prototype development for specific Business use cases from the
Insurance, Healthcare or Financial services industry using modern machine learning
methods.
You will perform statistical and conceptual error analysis of the outputs/ predictions from
machine learning models or data processing techniques
You will devise statistical validation methods for ensuring the right kind of data flow into the
AI models and the User-interface.
You will test the infrastructure requirement and processing speed of the models to make it
suitable for real-time processing environment
You will build sophisticated visualisation for model output which can then be integrated into
the processing pipeline.
You will also get a chance to present your solutions and brainstorm on the business use
cases with our Enterprise partners in the Insurance industry.
Requirements
Undergraduate degree in Engineering from premier institutions such as IIT, BITS, NIT, State-
Boards etc. is preferred but not necessary.
Strong inclination for first principles thinking and sound knowledge of mathematics
fundamentals is a must.
Basic knowledge of machine learning algorithms such as Random Forests, SVM, Neural
Networks, LSTM, Deep-learning etc. is sufficient.
1-3 years of experience working in the software industry, preferably as a Fullstack or a
Backend developer using Python/Django/MySQl/AngularJS stack.
Practical experience in using Python for performing both data-analysis is necessary; and
building production level code for processing pipe-line is preferred
Familiarity with algorithms in recommendation systems, chatbots or utilisation of Natural
Language processing techniques for identification/extraction of key features of a model; will
be a plus over other candidates
Knowledge of Relational database (MySQL) is required and any exposure to specialised data
frame-works such as Django or Hadoop/Spark or Elasticsearch/Neo4js is a big plus.
Knowledge of collaboration tools like Asana/Git/Docs/Slack/etc. is a plus
Perks : How fast you grow within the company is only dependent on your performance and
commitment:
Be a part of rapidly growing AI technology company, in a client facing role
Build your knowledge and experience in the niche area of building AI products for
Financial services industry
Work from the heart of startup ecosystem in Mumbai, the evergreen Powai Valley
All employees are rewarded with above market-rate salary
Job Types: Full-time, Walk-In
Salary: ₹600,000.00 to ₹1,000,000.00 /year
Experience:
work: 1 year (Preferred)
3: 1 year (Preferred)
Education:
Bachelor's (Preferred)",4.0,"i3Systems
4.0",Mumbai,"Mumbai, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
375,Senior Managing Consultant - Data Scientist,Range: ₹426K - ₹633K<span></span>,"Antuit is the leader in AI-powered solutions for Retail, Consumer Goods, and Manufacturing companies with a proven track record for delivering out-sized business results to industry leaders.

Our AI solutions, in the cloud, improved accuracy for demand forecasting, S&OP, DSD fulfillment, trade promotion, retail life cycle pricing, and personalized marketing.

Antuit’s executives, comprised of industry leaders from McKinsey, Accenture, IBM, and SAS, and our team of Ph.Ds., data scientists, technologists, and domain experts, are passionate about delivering real value to our clients. Antuit is funded by Goldman Sachs and Zodius Capital.

Description
Antuit is looking for a Senior Managing Consultant - Data Scientist, who has knowledge and experience in developing machine learning algorithms, particularly in Supply chain and forecasting.

The candidate should be able to design and implement the solution. The candidate should have excellent communication skills and be results driven with a customer centric approach to problem solving. This job also requires the ability to operate across geographic delivery environment. Excellent opportunity to learn and contribute to solving world-class data science problems.

Responsibilities and Duties
A key member of the Forecasting and Supply Chain team, this person will own end to end implementation of projects. Specific tasks include:
Understanding the project scope, deliverables and SLA from internal and external project stakeholders;
Work with client/engagement managers to identify requisite data sets, outline & communicate detailed project plan, timeline plus cost estimates for the requisite analysis;
Collaborate with business and clients to extract the data, ensure completeness of the data to execute the analysis;
Design the analytics solution in collaboration with other teams at Antuit and present the design to the clients;
Allocate tasks to the project team members, guide and enable them to succeed as per plan;
Track, validate, release the work by the project members and own the technical delivery of the project;
Present findings from the analysis and clearly articulate any recommendations to the clients – develop implementation plans to best help clients derive value from the recommendations;
Accountable for creating and managing an engaged, motivated, diverse workforce;
Develop customer centric culture;
Hygiene tasks i.e. leave management, rewards and recognition etc.
Qualifications and Skills

Experience / Education:
Master’s or PhD in Computer Science, Industrial Engineering, Applied Mathematics or in General Management;
A minimum of 13+ years’ experience, ideally in a consulting environment leading projects developing Data Science solutions;
Hands on expert level skills in SQL, Python, R, etc;
Experience in retail and/or consumer packaged goods preferred;
Highly technical:
Experience in solving forecasting, network design, assortment optimization, inventory optimization or dynamic allocation problems mandatory;
Prior experience consulting in a retail, CPG or manufacturing environment a plus;
Experience with Agile methodology and tools like Jira;
Experience with code management and migration tools like github, bitbucket and bamboo;
Experience with data flow tools like Airflow preferred;
Experience dealing with large data sets, application of analytics to generate and communicate insights;
Experience using business software such as Microsoft Word, Excel and power point;
Ability to lead project teams and own the delivery quality, cost and timelines;
Effective communication and presentation skills;
Strong management track record;
Strong inter-personal skills and leadership qualities;
EEOC
Antuit is an at-will, equal opportunity employer. We consider applicants for all positions without regard to race, color, religion, national origin or ancestry, gender identity, sex, age (40+), marital status, disability, veteran status, or any other legally protected status under local, state, or federal law.

To apply, please send your resume or CV to careers@antuit.com",4.0,"Antuit
4.0",Bengaluru,"Chicago, IL",201 to 500 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
376,Data Scientist Intern,-1,"Pursuing Masters or equivalent advanced degree from a top tier Technology school
Record of delivering large analytical solutions with business impact
Experience on R/SAS/Matlab and SQL
Excellent Microsoft Office skills, including a strong working knowledge of Excel
Problem solving ability and passion for big data
Excellent communication and data presentation skills
Fluent written and spoken English
Amazon's looking for Data Scientist to optimize one of the most complex logistics systems in the world. Academic and/or practical background in Computer Science, Engineering, Operations Research, or Process Control are particularly relevant for this position. Experience in the integration of model-based engineering tools and/or multidisciplinary analysis & optimization is also a plus.

Major Responsibilities:
Use data analyses and statistical techniques to develop solutions to improve customer experience and to guide business decision making
Identify predictors and causes of business related problems and implement novel approaches related to forecasting and prediction
Identify, develop, manage, and execute analyses to uncover areas of opportunity and present written business recommendations
Collaborate with multiple teams as a leader of quantitative analysis and where you develop solutions that utilize the highest standards of analytical rigor and data integrity
Analyze and solve business problems at their root
Masters or equivalent advanced degree in Computer Science, Computer Engineering, Statistics, Mathematics or related technical discipline. Hands-on experience and project based learning in computer science, engineering or mathematics is preferred.
Academic experience in manipulating/transforming data, model selection, model training, cross-validation and deployment at scale.
Academic or Project Experience with Machine and Deep Learning toolkits such as MXNet, TensorFlow, Caffe and PyTorch.
Academic Experience with Big Data platforms like Apache Spark and Hadoop.
Familiarity with data processing with Python, R & SQL.
Familiarity with AWS services related to AI/ML highly desirable, particularly Amazon EMR, AWS Lambda, SageMaker, Machine Learning, IoT, Amazon DynamoDB, Amazon S3, Amazon EC2 Container Service, Green Grass etc.",-1,ADCI - Karnataka,Bengaluru,-1,-1,-1,-1,-1,-1,-1,-1
